aid,vid,sample,label
2537,108380," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第七卷 第一章  
     台版 转自 轻之国度 

 

    图源：神剃 

 

    录入：kid 

 

    米菈感受到坠落般的失重感，意识从浅浅的梦境中浮上水面。接著慢慢张开双眼，映入眼帘的是细小光芒摇曳的漆黑夜空，及一名灰发贵公子。 

 

    （怎会如此……） 

 

    天秤城塞的任务因为空之民男子的登场而失败，但是他们从化为沉默尸骸的奇美拉克劳森成员身上，成功推测出他们下一个目的地是幻影回廊。目前正在前往该处的途中，在湖畔休息。 

 

    那时，米菈原本睡在车厢内，现在却来到陌生的地方。 

 

    即使想要掌握状况，大脑也来不及处理，只能一脸不悦地瞪了一眼用公主抱小心抱著自己的男子。 

 

    「汝是何人，绑匪吗？」 

 

    米菈犹如呢喃著梦话似地说著。听到声音，男子发觉米菈醒了，对她露出十分善良的微笑，回答「我不是坏人。」并轻轻行了一礼。 

 

    米菈一脸狐疑地瞪著男子。这是当然的。不知为何，自己在睡梦中被人带了出来，在这种状况下不可能不会怀疑。 

 

    男子似乎也有所自觉，偷偷把眼睛撇开；但是不知道为什么，他的表情并没有恶意，反而透露出一股愧疚。 

 

    「总而言之，能否先放下老朽？」 

 

    话语甫落，米菈就挥舞双脚想脱离男子的怀抱。 

 

    「啊啊，小心！」 

 

    男子连忙抱好差点从怀里挣脱的米菈。这时，一名女子突然从男人背后跳了出来，抱住米菈挣扎的双脚。 

 

    「啊啊，对不起，请你再稍微忍耐一下。现在我们在湖里，他一松手你就会沉下去。」 

 

    女子抓住双脚，恳求似地说明。她身披羽衣，有著一头晶莹剔透的蓝发，发丝更发出熟悉的淡淡",
2537,110844," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第八卷 第一章  
     台版 转自 轻之国度 

 

    图源：神剃 

 

    录入：kid 

 

    萝丝莱茵公国，首都艾琳恩。米菈跟蝎遵守与炼金术师约翰的约定，救出他的妻子和女儿。原本预计接著救出约翰本人，但他们却在城市郊外的宅邸看到凌乱不堪的地下室。 

 

    米菈等人在那里找到了疑似是约翰留下的血迹后，分工整理散落一地的文件，简单确认了一番。结果发现，和梅尔维尔商会交易相关的文件全部不翼而飞。 

 

    「果然如此，应该将此视为对方发现了吾等的举动吶。」 

 

    米菈瞥了一眼堆积如山的文件，不悦地蹙眉。 

 

    「可是为什么呢？完全隐密不只能瞒过人的知觉，就连最先进的魔力感应装置都能骗过，不论是哪种术具都应该无法察觉到我们的存在，也没办法窃听才对呀？」 

 

    蝎看著华兹兰贝尔，回想他的犯规能力。 

 

    寂静精灵的力量货真价实，和约翰的接触与交涉为求谨慎，全在完全隐密的范围效果内进行，所以内容不可能泄漏。 

 

    虽然约翰有可能主动向对方报告自己的背叛行为，但是安洁莉卡与安妮如他所说，是真的遭到囚禁。换言之，这证明了约翰的话属实，因此他不可能自首。 

 

    即便如此，约翰和文件消失无踪仍是不争的事实。 

 

    「总之先搜索一次宅邸，或许有遗留的线索吶。」 

 

    「嗯，也对，就这么办吧。」 

 

    可能性不高，但聊胜于无，于是米菈一行人开始搜索宅邸。 

 

    既然没有监视的警卫，就能毫无顾虑地用无形术照亮周围，搜索一楼每一个角落；不过他们没有找到任何线索。安洁莉卡则以怀念的表情看著大宅屋内。 

 

    接著米菈等人爬上二楼，直接前往遇见约",
2537,113003," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第九卷 第一章  
     台版 转自 轻之国度 

 

    图源：神剃 

 

    录入：kid 

 

    时刻刚过清晨五点。战胜奇美拉克劳森后的早晨，米菈与赛罗骑著天马，在圣波利东方远处的上空优雅地飞行。 

 

    他们在天上也能清楚地看到艾梅拉及五十铃联盟的金刚等人的所在位置。这是当然的，因为那附近是一整片焦黑的痕迹。 

 

    「看起来甚是惨烈吶……」 

 

    「毕竟这次的规模已经接近战争了啊……」 

 

    除了焚毁的民宅之外，附近还有不少疑似奇美拉克劳森士兵的遗体。从状况看来已经开始处理遗体了，不难想像战事刚结束时状况比现在还要凄惨。 

 

    对事不对人，尽管这么想只能稍微感到宽慰，米菈与赛罗看到眼底的光景依然默默祈祷。 

 

    接著两人飞往焚毁村庄稍远处的简单营地。营地其中一边的医护站挤满大量伤患，由此可见这次的战斗有多么激烈；不过包含伤者在内，在场所有人眼神都闪耀著光芒。 

 

    长年来的战争终于结束，米菈身为中途参加的协助者无法想像他们多么开心，但还是能从众人的表情上略知一二。 

 

    「或许该说声辛苦了吶。」 

 

    米菈喃喃说道，指示天马在空旷处降落。接著他感谢天马将它送还之后，走向医护站的相反方向，犹如庆功宴般热闹的地方。 

 

    就在途中。 

 

    「找～到～你～了～！米菈妹妹～！」 

 

    芙丽嘉突然拨开五十铃联盟的士兵，一把抱住米菈。赛罗见状只有面露苦笑说了声「抱歉，每次都这样。」并没有出手阻止。 

 

    随后一阵风吹来，米菈同时重获自由。他呆愣地顺著风看去，看到奔驰的艾梅拉以及逃跑的芙丽嘉。 

 

    看来芙丽嘉终",
2537,115466," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十卷 第一章  
     台版 转自 天使动漫论坛 

 

    图源：神剃 

 

    录入：kid 

 

    亚斯大陆的中心地带。以四季之森为中心，四座山脉向东西南北延伸而出。季节分明已经来到夏季，山顶附近依旧白雪皑皑，描绘出伸向远方的深绿与强而有力的白线。 

 

    金翅鸟搬运的车厢正悠悠地飞越其中之一，标高远远超过五千公尺的东方山脉上空。 

 

    「看起来还真冷吶。」 

 

    米菈望向窗外嘀咕。 

 

    眼底是一片白雪覆盖的山景，但尽管位在五千公尺以上的高空，车厢依然温暖舒适。这是当然的，米菈专用的订制车厢在设计上，就算位于高空也能维持车内的环境。 

 

    米菈如同在家里放松一般，眺望窗外一片雄伟壮阔的绝世美景，沉浸在些许的优越感中。 

 

    「应该在那附近吧。」 

 

    他稍微探出身体，将视线转向西方。 

 

    山脉于中央盆地交错，盆地中的四季之森就是九贤者之一，神乐所组织的五十铃联盟根据地。 

 

    奇美拉克劳森危害人类善良邻居之精灵，五十铃联盟就是为了对抗他们而生。如今讨伐了最大也是最后的敌人奇美拉克劳森，他们正在致力于表面上的自然保护活动。 

 

    （奇美拉讨伐的传闻在车站城也传开了，看来他们还得继续忙碌，真是辛苦吶。） 

 

    五十铃联盟的真面目是对抗奇美拉克劳森的武装集团，现在正散落各地缉捕他们的余党。传闻散播得越广，他们想必也会越加忙碌。 

 

    米菈看著四季之森所在的彼方，在内心祈祷他们顺利，翻开在车站城买的火车便当的盒盖。 

 

    刺激食欲的香气顿时充满整个车厢。 

 

    「喔，甚是色彩缤纷吶。」 

 

   ",
2537,117392," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十一卷 第一章  
     台版 转自 天使动漫论坛 

 

    图源：海 

 

    录入：kid 

 

    古代地下都市第七层，巨大的机械怪物──机械守护者（Machina Guardian）在最深处严阵以待。 

 

    它的全长高达五十公尺，外型宛如生物，无机质的身体却源源不绝地发出机械驱动声。八只金属制的脚伴随驱动声高速移动，发挥难以想像是机器的灵巧动作在大空间中肆虐，排除所有涉足此地的入侵者。 

 

    与之相对的是无数骸骨及大大小小的魔像军团。而操纵它们的死灵术士──「巨壁之索尔霍尔」也身在此地。 

 

    此时，战场上出现新的战力。是体型不输给机械守护者的皇龙艾森佛德，以及七名女武神。 

 

    不仅如此，穿越战场的还有过去以「军势」称号著称的召唤术士，如今是少女之姿的米菈。 

 

    死灵术建造的炮塔与堡垒罗列在战场上，索尔霍尔站在其中最大的要塞顶端，米菈降落在他身后并走过去。 

 

    「艾森佛德与女武神七姊妹。长老，你出现在这里是偶然吗？」 

 

    米菈还没开口，索尔霍尔便注视著战场装模作样地说，脸上带著冷笑回过头来。 

 

    「咦？」 

 

    下一秒，他反而露出堪称傻眼模范的呆愣表情。 

 

    「蛤？」 

 

    索尔霍尔整个人转过身来，一脸完全无法理解地看著米菈，再次发出疑惑的声音。话虽如此，这也理所当然。他脑中浮现的人物，和米菈现在的身影实在相差太多了。 

 

    「啊……许久不见了吶，索尔霍尔啊。」 

 

    米菈则是正面接下怀疑的眼神，面带苦笑挥了挥手。由于变成现在这副模样的理由令人难以启齿，他在心中期望对方能尽可能不要深究。 

 ",
2537,119239," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十二卷 第一章  
     台版 转自 轻之国度 

 

    图源：拉菲 

 

    录入：拉菲 

 

    格林姆达特位在大陆北方。其领地附近之格兰林格斯城的高级旅馆之中，米菈正在悠闲自在地享受休息时光。 

 

    或许是因为在这座城市地下的古代地下都市达成寻找九贤者之一的机密任务，他的心情清爽畅快。 

 

    他顺利与死灵术的九贤者索尔霍尔重逢，并和他做下归国的约定。这是继华伦丁与神乐之后的第三人了。 

 

    再加上，米菈还在古代地下都市遇到令人心情高亢的邂逅。 

 

    力量仅次于精灵王的始祖精灵玛黛儿，以及神兽芬里尔。两人是力量足以超越艾森佛德的强大伙伴。 

 

    不仅如此，他还习得了宅邸精灵这前所未见的精灵召唤术。而那也是蕴含了无限可能性的全新法术系统。 

 

    此外，还得到了机械守护者的超珍贵素材。 

 

    更令人讶异的是，他在古代地下都市更下方发现的研究设施。那里随处都能窥见现代日本的影子，想必能助解开世界之谜一臂之力。 

 

    攻略古代地下都市原本只预定找到索尔霍尔，却意外获得了更多收获。 

 

    「不过，感觉发生太多事情了吶。」 

 

    米菈回想过去这一周，思考该如何向所罗门报告，觉得有些麻烦面露苦笑。 

 

    就像这样，米菈在沙发上休息了好一阵子，接著开始整理现在的状况。 

 

    内容主要是接下来的目的地。 

 

    他在这间旅馆的大厅，听到某群女冒险者谈论怪盗绒毛骰子将在名为哈克斯豪森的城市现身。 

 

    绒毛骰子据说曾捐钱给许多孤儿院，他可能会持有爱蒂西雅所在之孤儿院的情报。 

 

    然而，这次的旅程也获得了不少",
2537,120402," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十三卷 第一章  
     台版 转自 轻之国度 

 

    图源：拉菲 

 

    录入：拉菲 

 

    怪盗绒毛骰子在一般大众的认知中是声名大噪的侠盗。他的偷窃目标不只全都是大坏蛋，据说还会捐献大笔善款给孤儿院。 

 

    如果是绒毛骰子，就有可能知道九贤者之一的爱蒂西雅所经营的孤儿院。 

 

    米菈基于这个可能性，来到了格林姆达特的邻国，林克斯洛特的哈克斯豪森城。 

 

    绒毛骰子锁定的贵族就在这座城市里。 

 

    穿过城市入口的大门，眼前出现一片辽阔的街景。 

 

    最先映入眼帘的是巨大的半圆形广场。在哈克斯豪森，东西南北的四扇城门后全部都是这种广场。广场面积十分可观，从门口到另一头的大街距离长达一百公尺。 

 

    米菈喜爱历史的朋友说，这个构造似乎有战争上的用途；但现在，眼前是一片和平的光景。路边摊生意兴隆，商人、冒险者与一般民众混杂在一起，讨价还价享受购物。 

 

    米菈搭乘的车厢、拉车的守护灰熊，与负责带路的尤里乌斯就走在广场上。 

 

    尤里乌斯自称是沃尔夫侦探事务所的助手，米菈现在正跟随他前去与那名侦探，沃尔夫所长会面。 

 

    他说，沃尔夫所长是最熟知怪盗绒毛骰子的人。 

 

    侦探与怪盗。换言之，那名沃尔夫所长就是相当于怪盗绒毛骰子死对头的存在。 

 

    「总觉得……怎么这么多戴面具的女性吶……莫非正在举办嘉年华吗？」 

 

    仔细一看，广场上约有半数女性都戴著遮住双眼的面具，甚至还能看见贩售面具的摊商。乍看之下，气氛宛如水都的嘉年华会。 

 

    但米菈隐隐约约察觉到原因。虽说察觉了，仍在心底祈祷是某种文化庆典的一部分，问走在",
2537,127655," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十四卷 第一章  
     台版 转自 天使动漫论坛 

 

    轻书架×天使动漫录入组 

 

    图源：海 

 

    录入：kid 

 

    在哈克斯豪森迎接的早晨，是透彻无比的晴天。 

 

    米菈在男爵宾馆过了一晚，慢慢从床上起身展开早晨的例行公事。 

 

    他上完厕所，洗了个澡彻底清醒过来，在房内享用了奢华的早餐。 

 

    「唔嗯……麻烦归麻烦，但还是得去吗……」 

 

    米菈仰望窗外晴朗的天空，回想昨天的事情。 

 

    他协助了九贤者之一的拉斯特瑞德，也就是绒毛骰子的庐山真面目。 

 

    两人最后毁灭了名为基力安洛克的冒险者公会，米菈就和说还有事情要办的拉斯特瑞德道别，直接返回哈克斯豪森。 

 

    就在前往男爵宾馆的途中，经过大圣堂旁边时。 

 

    米菈看见那里正严肃地准备进行大型活动。 

 

    尽管前天，绒毛骰子预告当天才举办了大型节气典礼，现在就已经开始准备下一个活动了。 

 

    大型祭祀活动过后才不到几天，不可能马上举行下次祭祀。 

 

    换言之，现在准备的无疑是米菈捐赠「银天之欧洛斯」的捐赠典礼。 

 

    「也罢，没有办法吶……」 

 

    虽然麻烦，却没有办法拒绝。米菈早已下定决心捐赠，起身决定先去大圣堂看看状况。 

 

    （奶油烤马铃薯吗……回程时买一份或许不赖吶。） 

 

    米菈在大街上前进，望著映入眼中的甜点店，回想沃尔夫所长说的话。 

 

    昨天他和米菈分享了自己推荐的甜点排行榜，令米菈备感兴趣。 

 

    （听说有蒙布朗铜锣烧，老朽也许久没吃栗子羊羹了吶。） 

 

  ",
2537,129737," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十五卷 第一章  
     台版 转自 天使动漫论坛 

 

    轻书架×天使动漫录入组 

 

    图源：海 

 

    录入：kid 

 

    清澈爽朗、万里无云的夏日午后，在阿尔凯特城所罗门的办公室中，米菈与所罗门正面对面认真地讨论。 

 

    内容关于终于有可能找到的梅铃，以及主要原因──尼尔瓦纳皇国的斗技大赛。 

 

    「不过，这规模还真不小吶。」 

 

    所罗门说昨天以特别形式送达的书信中，有一套解释斗技大赛各项细节的文件。 

 

    信中写道，参赛者的报名从通知寄抵各国的隔天起，为期两个月。初赛则于报名开始的一个月后依序召开，依照参加决赛的人数多寡而前后调整。 

 

    「光是报名就为期两个月，不晓得会有多少人参赛吶。」 

 

    「目前看来，可能会是近十年来最大的庆典呢。我想一定会有很多人参加喔。」 

 

    尽管会吸引多少参赛者还是未知数，所罗门推测有可能高达上万人。 

 

    米菈也笃定他猜得准没错。 

 

    这次召开的斗技大赛内容正是如此浩大。 

 

    首先，特别设置的会场中有足以容纳千人以上的选手村与餐厅。 

 

    资料中还写到，有战士、术士、年龄、双打、团体等各式各样的参赛类别，更有废除一切限制的无差别级比赛。 

 

    胜负由裁判判断能否继续战斗，或是其中一方宣告投降决定。 

 

    禁止置对方于死的行为。此外，原则上也禁止使用可能会留下严重后遗症的招术。 

 

    只是，大赛中布署了尼尔瓦纳引以为傲的菁英，十二使徒之一的圣术士「神言之爱丝梅拉达」以及她率领之救护团队。因此只要不是当场毙命的重伤，就算稍微粗暴一点，想必也",
2537,133737," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十六卷 1  
     台版 转自 天使动漫论坛 

 

    轻书架×天使动漫录入组 

 

    图源：海 

 

    录入：kid 

 

    比夜晚还要漆黑的天空，闪耀著在地上绝对无法看见的漫天星斗。 

 

    即便如此，周遭仍十分明亮，能够清楚看见绵延至上空的岛屿。 

 

    白昼与黑夜同时存在的地点，正是英灵殿。 

 

    这里也是女武神的住所。 

 

    「唔嗯……岛又增加了吗？」 

 

    和上次造访的时候相比，群岛的数量好像变多了。米菈抱著这种印象爬上彩虹阶梯，来到位于最底层的岛屿。 

 

    这次米菈一行人造访英灵殿的目的，是为了解开街头巷尾流行之驱魔护身符的谜团。 

 

    护身符疑似与黑恶魔有关，使用了名为「亚姆露滴」，仅存在于神域与其附近的特殊物质作为核心。 

 

    正是因为这样，若要干涉此物，还是回到它自然存在的环境比较安全。 

 

    找出护身符中邪恶气息的真面目，揭露黑恶魔的野心就是此行的目的。 

 

    「好想跟女武神交手哟！」 

 

    「虽然有些麻烦的事情要处理──但我觉得最重要的还是缔结召唤契约。请务必给我缔结契约的机会！实不相瞒，我为了这一天──」 

 

    英灵殿入口的巨大门扉前，两名少女身穿朴素铠甲、手持佩剑守在那里。守卫问梅铃和布鲁斯来意，两人就分别回答。 

 

    梅铃显然忘了当初的目的，一如往常满脑子特训。 

 

    布鲁斯虽然确实掌握了目的，但是终于来到英灵殿，却让他难以压抑自己的愿望。以探究法术为第一优先，确实有银塔学者的风格。 

 

    话虽如此，两人的答案都称不上错。 

 

    这扇巨门",
2537,139683," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十七卷 1  
     台版 转自 轻之国度 

 

    轻之国度录入组×虚空文学旅团 

 

    图源：Charles 

 

    录入：Charles 

 

    米菈在尼尔瓦纳的首都，拉陀那特拉亚的大街上快步前进，笔直前往堂堂耸立于正面的王城。 

 

    时间已经来到中午，斗技大赛又举办在即，大街上热闹非凡。 

 

    米菈悠闲地环视这个光景，心想风波终于平息了。感受着令人心旷神怡的喧嚣，他回顾至今为止的骚动。 

 

    （哎呦喂呀，想起来主任务已经几乎达成了呐。） 

 

    他来尼尔瓦纳的目的是执行机密任务。 

 

    而任务目标在城堡查一下资料就达成了。他虽然早就料到梅铃会来，想不到这么简单就找到了她。 

 

    她正以客人的身分借住在尼尔瓦纳的骑士世家，亚当家。 

 

    现在她一定在陪亚当家的孩子们修练，大开无双吧。梅铃就个性上不会因为是修练，就超出必要地手下留情。 

 

    不管对方是不是小孩，她都会毫不留情地摔飞。这就是梅铃。 

 

    米菈给了她变装用的衣服与染发剂，等斗技大赛结束，任务就能圆满达成了。现在可说只剩下时间的问题。 

 

    （不过，没想到那个驱魔护身符竟演变成那般非同小可的事件呐。） 

 

    找到梅铃的隔天，米菈发现黑恶魔的阴谋。商人带来亚当家的除魔护身符，竟牵涉出超乎想像的大事。 

 

    与华伦丁会合后，他们无意间发现了意想不到的历史事实──黑恶魔诞生的真相。 

 

    事情到底为什么会变得这么重大？米菈明明只是来找梅铃，苦笑心想找到她后居然卷进这么不得了的事件中。 

 

    （不过，若非这次的事件，后果可能会更加严重",
2537,149682," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十八卷 1  
     台版 转自 轻之国度 

 

    轻之国度录入组×虚空文学旅团 

 

    图源：Charles 

 

    录入：Charles 

 

    晴空万里。尼尔瓦纳皇国的首都拉陀那特拉亚，今天也垄罩在斗技大赛的热情之中。 

 

    在赌上晋级决赛资格的小组预赛，就已经让观众情绪不断高涨，热度更是扩散到斗技场周边，群众的欢声充斥无数摊贩与活动会场。 

 

    现在的尼尔瓦纳堪称全大陆最热闹又最活力充沛的城市。 

 

    然而，同样在尼尔瓦纳皇国内却也有截然相反，弥漫着静谧沉重气息的地方。 

 

    王城中的会议室。 

 

    「好了，该怎么办？」 

 

    说出这句话的人是女王阿尔玛。她环视的眼光扫过米菈。 

 

    米菈等人凭借着重重计策，成功逮捕了邪恶组织「伊拉·姆艾尔堤」的成员。如今结束一连串讯问，众人在会议室集合。 

 

    神乐施展自白术，发现入侵者之一是「伊拉·姆艾尔堤」的最高干部葛洛佛，并从他口中获得了大量的情报。 

 

    「关于该如何活用这回取得的情报呐，先逮捕剩下两人果然是第一要务呐。」 

 

    如今获得了许多关于「伊拉·姆艾尔堤」的情报，揭发其支配下的组织、检举潜入各国的间谍等，下一步动作的选项一口气变多。 

 

    米菈表示其中最重要的，应该是逮捕剩下的两名最高干部。 

 

    葛洛佛招出的最高干部一共有三人。其中之一多亏拉斯特瑞德扮演的怪盗绒毛骰子大显身手，现已锒铛入狱。 

 

    需要捕捉的只剩下两人──骚扰巫女伊莉丝的尤古斯特，以及率领西尔维兰兹盗贼团的伊格纳兹。 

 

    「我也这么认为。虽然率领那四个人的",
2537,157350," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十九卷 1  
     台版 转自 天使动漫论坛 

 

    轻书架×天使动漫录入组 

 

    图源：海 

 

    录入：kid 

 

    「唔……已经早上了啊。」 

 

    尼尔瓦纳城中，伊莉丝的房间。米菈在寝室迎接不晓得第几次早晨。令人心旷神怡的早晨不只在苏醒的那一瞬间，更能在各式各样的场面体会到。 

 

    余光中伊莉丝的睡脸。被她当成抱枕身处梦乡的团员一号。一手拿着书，腰上系着剑，小声问候「早安。」的夏露薇娜。 

 

    看见一切都一如既往，米菈不由自主地微笑，小声回应走出卧房。 

 

    洗了一个澡让脑袋清醒过来，他在回房途中遇见前来叫他们起床的阿尔玛。 

 

    令人心旷神怡的早晨比想像中还要脆弱。仅仅一人介入，就眨眼间烟消云散。 

 

    对伊莉丝来说，阿尔玛就像是姊姊，也像是妈妈。她熟练地叫醒伊莉丝，拍拍她的背要她起床盥洗。 

 

    就像这样，阿尔玛的到来让早上顿时喧闹起来。她俐落地准备早餐，米菈就在旁边帮忙。 

 

    等大家到齐就一起享用早餐。平凡的早晨热闹又温暖。 

 

    然后阿尔玛一如往常地被爱丝梅拉达带走后，喧闹的早晨也跟着结束，展开活力充沛的日常生活。 

 

    「好了，今天有什么消息呐？」 

 

    正在台面下进行的「伊拉·姆艾尔堤」歼灭作战势如破竹，联系到该组织头目的特殊术具也收集得相当顺利。 

 

    几天前，米菈在逮捕最高干部之一葛洛佛之后，又成功捕获了另一人。 

 

    米菈潜入号称坐拥大陆第一红灯区，各种欲望盘旋的米狄托利亚城，假扮成风月女子接近目标，成功逮捕最高干部之一的尤古斯特·葛拉登，并回收了他持有的术具。 

",
2537,165372," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第二十卷 1  
     台版 转自 天使动漫论坛 

 

    轻书架×天使动漫录入组 

 

    图源：海 

 

    录入：kid 

 

    天空一片晴朗，气候稳定。正在召开斗技大赛的尼尔瓦纳今天也无比适合举行庆典。连续好几天的庆祝与活动，使这里成为整座大陆最热闹的国家。 

 

    在首都拉陀那特拉亚，只要走出户外一步，充斥周遭的热闹与兴奋，似乎就会让人淹没在庆典气氛之中。 

 

    然而，聚集在尼尔瓦纳城某房间里的米菈等人，却与庆典的热闹无缘。 

 

    米菈一行人在「伊拉·姆艾尔堤」的根据地打倒了黑恶魔亚斯塔禄，成功毁灭了大陆最大的犯罪组织。他们收集了一点情报后归来，就直接在会议室集合。 

 

    阿尔玛、爱丝梅拉达以及米菈等九贤者，与格林姆达特的士官齐聚一堂。接下来即将展开报告兼今后动向的讨论会议。 

 

    「首先，大家辛苦了。」 

 

    由于现在格林姆达特的士官也在场，阿尔玛处于女王模式，充满威严慰劳众人。 

 

    那副模样和她美丽的外表相辅相成，让士官们不禁叹一口气。 

 

    相较之下，熟知阿尔玛真正为人的米菈等人几乎毫无反应，唯有哥特佛莱德不知为何一脸骄傲。 

 

    「那么，我看过这次的报告书了，有几个详细的问题想问──」 

 

    就这次行动的结果，诺因与士官们迅速整理好了报告书，在米菈等人归国之前，就已经请哔助寄给阿尔玛了。 

 

    因此阿尔玛大致掌握了在「伊拉·姆艾尔堤」根据地所发生的事情。 

 

    只不过，有些地方因为观点不同而有出入。为了确保资讯一致，会议先聚焦在潜入到打倒黑恶魔亚斯塔禄之间的过程。 

 

    话虽如此，内容并不",
2537,167254," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第二十一卷 1  
     台版 转自 天使动漫论坛 

 

    轻书架×天使动漫录入组 

 

    图源：海 

 

    录入：kid 

 

    庆典结束后总是会留下一股惆怅的心情。尤其是庆祝时越热闹，那段时间过去之后留下的失落感就越难以形容。 

 

    在尼尔瓦纳皇国举办的斗技大赛昨天结束了。说这是全大陆最热闹的时间也不为过，正因如此，米菈心中也充满类似失落感的心情。不过一看见斗技大赛的特别会场，那些感情顿时烟消云散。 

 

    「究竟要热闹到何时呐？」 

 

    斗技场前的广场在举办比赛的同时召开了各式各样的活动。如今比赛早已闭幕，依然有几项活动在广场举行。 

 

    结束的只有斗技大赛的重头戏比赛，这个特别会场要一阵子之后才会关闭。 

 

    就是因为这样，那里仍旧充满大量观光客。 

 

    玩不过瘾的人、热情尚未冷却的人、还不想回家的人，原因五花八门。 

 

    「不过，还真受欢迎呐……究竟为何如此有人气呐？」 

 

    在特别会场熙来攘往的观光客自大陆全土聚集而来，种族与服装各不相同，偶尔能看见颇具特征的人。 

 

    而在那之中，米菈莫名注意到服装和自己类似──也就是魔法少女风的人。而且由于日前才刚发表新系列，因此也看见不少人穿着小魔女风的衣服。 

 

    为什么会流行到这种程度？米菈没有发现自己也助长了那股风气，唯有抱着这个疑问横跨特别会场。 

 

    接着，他前去拜访昨天遇见且交谈了三言两语的莱威亚德。 

 

    他是无差别级的亚军，还是看穿米菈就是邓不利夫，本领高强的前玩家杀手。 

 

    这次以与老朋友交流为名目而来，但是米菈有更重要的目的。莱威",
2537,95891," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第一卷 序  
     台版 转自 轻之国度 

 

    图源：音无 

 

    扫图：风 

 

    录入：kid 

 

    修图：轻之国度录入组 

 

    VR（虚拟实境），这个系统完成以来如今已经过了约半个世纪，现在已然成为世界经济不可或缺的技术。 

 

    接受教育变成在家透过专用装置连上网路，经由虚拟实境上学听课。上下学时不会遭遇危险，更无须维护校舍的费用，使假想空间中的学校日渐驱逐现实世界的学校。 

 

    职场中也会于虚拟实境拜访客户，一切由电子程式代替便能省下影印资料的经费。与总公司大楼等设备的维护费用相比，管理VR专用伺服器的管理设施和租借法人用伺服器压倒性地经济实惠。 

 

    物理性质之外的需求全都能由虚拟实境弥补，使VR技术日新月异。 

 

    当然，游戏业者不可能忽视这项技术。尽管所需装置仍稍嫌昂贵，普及率依然高到一般家庭习惯买来当作成年礼物。虽有时期差异，市面上也推出了数款VR专用游戏。咲森鉴也是在成年礼收到VR装置的人之一。 

 

    工作全由VR装置在家里完成，休息时间便吃妈妈刚做好的午餐。他没有通勤时间，又于几乎不必加班的中小企业就职，生活上没有什么特别的不满。 

 

    某天，出现一部名为「Ark Earth Online」的VRMMO－RPG。这部游戏起初几乎没有宣传，封测在不知不觉间开始，并在不知不觉间结束。 

 

    鉴是看到深夜播放的电视广告，进而认识这部不知名的线上游戏的。那部广告没有声音也没有影片，只拨放了短短十五秒的VR专用网址。 

 

    在好奇心驱使下前往那个网址，全方位一片白色的虚拟实境中浮现「Ark Earth Online」的标题以及短短两",
